"X","Y","Z","Intensity"
1.303,-5.502,1.515,54.000
1.281,-5.500,1.513,54.000
1.257,-5.479,1.506,55.000
1.233,-5.469,1.502,55.000
1.206,-5.441,1.493,53.000
1.181,-5.423,1.487,52.000
1.162,-5.419,1.485,51.000
1.143,-5.429,1.487,57.000
1.122,-5.410,1.480,51.000
1.099,-5.391,1.474,51.000
1.076,-5.376,1.469,50.000
1.054,-5.367,1.465,54.000
1.034,-5.366,1.464,54.000
1.013,-5.357,1.461,55.000
0.989,-5.326,1.451,55.000
0.966,-5.309,1.446,54.000
0.945,-5.297,1.442,53.000
0.926,-5.296,1.441,52.000
0.906,-5.296,1.440,54.000
0.883,-5.272,1.432,48.000
0.862,-5.254,1.427,50.000
0.841,-5.240,1.422,46.000
0.822,-5.235,1.420,48.000
0.800,-5.219,1.415,54.000
0.780,-5.202,1.410,54.000
0.758,-5.182,1.403,52.000
0.738,-5.167,1.399,55.000
0.717,-5.157,1.395,54.000
0.699,-5.148,1.392,52.000
0.678,-5.135,1.388,53.000
0.658,-5.118,1.383,53.000
0.638,-5.109,1.380,53.000
0.622,-5.107,1.378,51.000
0.604,-5.107,1.378,50.000
0.583,-5.090,1.373,50.000
0.561,-5.069,1.367,50.000
0.545,-5.063,1.364,50.000
0.526,-5.053,1.361,51.000
0.507,-5.048,1.359,51.000
0.487,-5.034,1.355,57.000
0.469,-5.005,1.347,57.000
0.450,-4.995,1.344,56.000
0.430,-4.983,1.340,54.000
0.412,-4.981,1.339,53.000
0.393,-4.959,1.333,53.000
0.375,-4.949,1.330,51.000
0.360,-4.961,1.333,60.000
0.340,-4.940,1.327,52.000
0.324,-4.933,1.325,52.000
0.305,-4.919,1.320,53.000
0.288,-4.904,1.316,53.000
0.270,-4.905,1.316,54.000
0.253,-4.906,1.316,53.000
